fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,total sulfur dioxide,density,pH,sulphates,alcohol,quality,Type,tS1,tS2,tS3,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11,overplotting
6,0.42,0.41,12.4,0.032,50,179,0.99622,3.14,0.6,9.7,5,White,7.495890656,10.05098339,3.676157211,-1.887080212,-1.294755881,0.201439726,0.224397877,0.137371282,0.056487665,1.426534169,-0.175627597,-0.184580081,0.017629698,0.525732445,0
6.6,0.34,0.4,8.1,0.046,68,170,0.99494,3.15,0.5,9.533333333,6,White,-4.729604278,5.438136186,-6.923444252,-2.123145404,-0.364204254,0.088808693,0.61381979,0.638575743,0.606408479,0.139882705,0.267260928,-0.777361315,0.62319387,0.351436813,0
6.8,0.22,0.36,1.2,0.052,38,127,0.9933,3.04,0.54,9.2,5,White,10.20288108,-21.62600039,-12.80760257,-0.71943832,-0.170696126,-0.247553817,-1.220546423,1.27622641,-0.085256865,-0.373465196,-0.966177427,-0.473448205,0.309433369,0.111858791,0
5.5,0.29,0.3,1.1,0.022,20,110,0.98869,3.34,0.38,12.8,7,White,-10.00127224,-12.36577709,10.19712107,0.797720262,3.440216107,0.41283533,0.11457379,-0.225407933,-0.122332312,-0.051282351,0.688176058,0.04290699,-0.487218905,0.056506632,0
7.9,0.6,0.06,1.6,0.069,15,59,0.9964,3.3,0.46,9.4,5,Red,-18.69702306,23.8086901,1.002025445,2.075402079,-1.376922998,1.855879646,-0.713864458,-0.195957998,0.210363559,-0.464080096,-0.165764842,-0.482876693,0.121850336,-0.158209928,0
8.9,0.62,0.18,3.8,0.176,52,145,0.9986,3.16,0.88,9.2,5,Red,6.948149332,2.19353734,-21.87482283,1.183983374,-3.687917805,-0.64523508,1.122466234,1.957077154,2.453939548,-0.101294905,-0.287299599,0.281078138,-0.028398522,-0.23083367,0
7.9,0.43,0.21,1.6,0.106,10,37,0.9966,3.17,0.91,9.5,5,Red,-5.826605521,18.30585866,21.55225069,2.568957287,-2.060473766,-1.040665942,-0.097073039,0.536322177,0.231821918,-0.08202343,-1.714480537,0.309396303,0.146994593,0.153898082,0
6.7,0.675,0.07,2.4,0.089,17,82,0.9958,3.35,0.54,10.1,5,Red,-31.44226535,2.698936726,-1.410322882,2.383690868,-1.45049105,1.641146698,-0.143331745,0.169418724,0.669803754,0.043733748,0.190085329,-0.092645969,-0.270094404,-0.069482586,0
5.7,1.13,0.09,1.5,0.172,7,19,0.994,3.5,0.48,9.8,4,Red,18.16271243,22.42461561,1.852811344,4.945219296,-3.111032476,2.135637517,-0.899728064,0.899962199,1.58256151,0.246645435,2.299904201,0.0210971,-0.389241282,1.199818384,0
7.7,0.935,0.43,2.2,0.114,22,114,0.997,3.25,0.73,9.2,5,Red,-5.114143072,-13.58002212,8.223371334,2.177309626,-2.961814425,-0.420357257,-0.118214735,0.887275646,0.99398861,1.299412813,0.999876233,-1.562949261,-0.767938086,0.600590044,0
7.6,0.51,0.15,2.8,0.11,33,73,0.9955,3.17,0.63,10.2,6,Red,-10.73559701,13.52576427,-19.0066043,1.533814796,-1.022112598,-0.002696893,0.241422693,0.22520438,1.54086843,-0.589571063,-0.203026687,-0.029143524,0.347722705,-0.069578191,0
7.5,0.52,0.16,1.9,0.085,12,35,0.9968,3.38,0.62,9.5,7,Red,-2.544040673,14.31696096,23.77078365,2.480654844,-0.83354421,0.092035602,0.942054408,-0.942811323,0.205711628,-1.303266,-0.107740847,-0.863000358,-0.030152849,0.085202363,0
7.7,0.63,0.08,1.9,0.076,15,27,0.9967,3.32,0.54,9.5,6,Red,9.140798771,11.28451134,20.0399054,2.568067393,-1.210317782,1.136685919,0.052149117,-0.774276768,0.494350739,-0.729414892,-0.127288883,-0.802660222,0.324674818,0.052937048,1
6.7,0.75,0.12,2,0.086,12,80,0.9958,3.38,0.52,10.1,5,Red,-28.15547176,7.187915539,3.28807671,2.645857884,-1.492010836,1.624714917,-0.2708044,0.066558688,0.486081722,0.273776309,0.567186369,-0.405819858,-0.467195998,0.032673867,0
8.6,0.49,0.28,1.9,0.11,20,136,0.9972,2.93,1.95,9.9,6,Red,14.5880576,-14.96244631,10.93110952,2.856523236,-3.116914059,-4.856497639,3.254709417,1.810514375,1.948364218,2.6111044,-5.64212834,-0.1278454,-1.183623658,0.469837097,0
5,1.02,0.04,1.4,0.045,41,85,0.9938,3.75,0.48,10.5,4,Red,-11.85473326,2.966428217,-21.65414544,3.093453083,-1.276290541,4.118907606,0.979373591,1.215554206,-0.028881604,1.778838372,1.564617807,-0.908356553,0.363924629,0.719828312,0
8.1,0.545,0.18,1.9,0.08,13,35,0.9972,3.3,0.59,9,6,Red,-2.456107312,14.10340586,23.65532507,2.194099264,-1.481038047,0.381122726,0.007870755,-0.57642974,0.039893005,-0.908205394,-0.288065054,-0.880647188,0.191534926,0.120058669,0
7.8,0.56,0.19,1.8,0.104,12,47,0.9964,3.19,0.93,9.5,5,Red,-13.39983131,20.47506523,11.50568026,2.795166606,-2.250498074,-0.720243681,0.116689739,0.560934425,0.575775018,0.345030686,-1.555233697,-0.014690481,-0.022789728,0.336382511,0
8.8,0.55,0.04,2.2,0.119,14,56,0.9962,3.21,0.6,10.9,6,Red,-16.50209429,23.50159343,4.393248376,2.618524624,-0.9552988,0.392103594,0.042427807,-0.382633448,1.572049554,-0.71141548,-0.161919158,0.480129191,-0.099520826,-0.547962917,0
8.2,1.33,0,1.7,0.081,3,12,0.9964,3.53,0.49,10.9,5,Red,1.618247123,25.7634614,-5.592484435,5.234298108,-2.090540526,3.122322996,-0.032300096,-0.997855385,1.38627041,1.727182285,1.830323535,-1.408419964,-0.288305105,0.45238093,0
7.9,1.04,0.05,2.2,0.084,13,29,0.9959,3.22,0.55,9.9,6,Red,8.911952556,13.94619736,21.78761496,3.509247642,-1.671719968,1.545096341,-0.305324679,-1.092764611,2.061070387,0.517754032,0.476518256,-1.625841145,-0.069921208,0.48507177,0
5.2,0.34,0,1.8,0.05,27,63,0.9916,3.68,0.79,14,6,Red,-10.80448642,22.07411415,-11.87329749,3.12863276,2.046664805,1.188030724,2.637332522,0.497874692,-0.25547313,0.862880726,-0.456222474,1.868988279,0.295955214,-0.407593883,0
7.3,0.33,0.47,2.1,0.077,5,11,0.9958,3.33,0.53,10.3,6,Red,0.96406366,27.72396852,-7.133868178,1.829252412,-0.214362864,-1.171327634,-0.554094603,-0.537067936,-1.284756938,-0.712373028,0.649648532,-0.166036352,0.380516567,0.126872725,0
7.1,0.68,0,2.2,0.073,12,22,0.9969,3.48,0.5,9.3,5,Red,15.72710997,16.47078083,12.34236954,3.062310653,-1.758187458,2.344684032,-0.016679609,-0.418763032,-0.171916319,-0.507673422,0.059721531,-0.38406691,0.348104427,0.156664258,0
6.8,0.64,0.1,2.1,0.085,18,101,0.9956,3.34,0.52,10.2,5,Red,-20.34068779,-12.02698083,10.20951241,2.039609942,-1.234288576,1.571994743,-0.204919892,0.321418257,0.575325561,0.078687223,0.252905506,-0.110511513,-0.43354319,-0.197801845,0
7.3,0.38,0.21,2,0.08,7,35,0.9961,3.33,0.47,9.5,5,Red,-2.113015641,21.90995723,20.42281187,1.892316171,-1.062365262,0.688604786,-0.944291095,-0.119454676,-0.829250452,-0.987441741,-0.030270885,0.183492642,0.240310808,-0.051012023,0
7.2,0.73,0.02,2.5,0.076,16,42,0.9972,3.44,0.52,9.3,5,Red,-8.414289929,14.54693448,11.20688293,2.824089142,-1.971663404,2.231933085,0.043550974,-0.294914496,0.171700776,-0.226628439,0.128416357,-0.560818062,0.21064774,0.106401357,0
8.2,0.5,0.35,2.9,0.077,21,127,0.9976,3.23,0.62,9.4,5,Red,7.633495296,-18.40505613,9.313542765,0.740393364,-1.80361732,-0.087953245,-0.334754157,0.533923189,-0.209449153,0.28561702,-0.052285989,-0.586714122,-0.467402941,-0.289675957,0
5.4,0.835,0.08,1.2,0.046,13,93,0.9924,3.57,0.85,13,7,Red,-24.92903918,-0.178078066,7.213310724,3.93300963,1.078165275,0.894129195,2.605989638,-0.41440518,0.991012454,1.789451378,0.05532633,-0.509802884,-1.046004002,0.187113728,0
12.8,0.3,0.74,2.6,0.095,9,28,0.9994,3.2,0.77,10.8,7,Red,5.111307856,24.94898025,13.71698035,1.3363334,-0.740386372,-3.935038551,0.347238442,-0.780117072,-1.05623554,-0.099786123,0.680709407,-0.643720151,0.293114625,-0.498775838,0
7.8,0.735,0.08,2.4,0.092,10,41,0.9974,3.24,0.71,9.8,6,Red,-11.82891106,17.45896745,18.58505819,3.04203017,-1.806158305,0.462468764,0.297221975,-0.75785495,1.185692789,-0.042797384,-0.544411712,-0.741101302,-0.13658933,-0.00208727,0
6.8,0.61,0.04,1.5,0.057,5,10,0.99525,3.42,0.6,9.5,5,Red,0.188613015,27.73866898,-6.256667615,3.211159482,-1.176514677,1.736933022,-0.236438129,-0.371657945,-0.447852732,-0.203774367,-0.690480758,-0.324548383,0.279292927,0.455283379,1
5.2,0.48,0.04,1.6,0.054,19,106,0.9927,3.54,0.62,12.2,7,Red,-14.52718774,-13.79034092,6.245929495,2.396157621,1.45211913,1.23498258,1.980132743,-0.295173236,0.405030433,-0.114138463,0.029835355,0.203701806,-0.710987757,-0.284575217,0
7.2,0.63,0,1.9,0.097,14,38,0.99675,3.37,0.58,9,6,Red,-7.292637416,12.9129494,19.00455988,2.829594319,-1.703981549,1.363329529,0.415879028,-0.501126033,0.709923889,-1.227272327,-0.310854247,-0.585442795,0.023942415,0.164171861,0
7.1,0.68,0.07,1.9,0.075,16,51,0.99685,3.38,0.52,9.5,5,Red,-12.13512216,18.97436628,7.794179222,2.539432761,-1.701032455,1.829881206,-0.21780163,-0.148150533,0.178368035,-0.164397335,0.068270002,-0.531011809,0.155405081,-0.021853349,0
7.1,0.6,0,1.8,0.074,16,34,0.9972,3.47,0.7,9.9,6,Red,-1.116806348,8.239881531,18.28845068,3.107559474,-1.271783747,1.283823798,1.263179082,-0.499628372,0.184021536,-0.472217696,-0.650709291,-0.360169488,0.222305099,-0.101946227,0
8,0.52,0.03,1.7,0.07,10,35,0.99575,3.34,0.57,10,5,Red,-2.801724928,15.4823807,24.24973578,2.632760809,-1.029803142,1.504781224,-0.355428843,-0.202472565,-0.027525648,-0.365115011,-0.673732186,0.166636164,0.24745168,-0.103070384,1
7.9,0.545,0.06,4,0.087,27,61,0.9965,3.36,0.67,10.7,6,Red,-10.94545309,20.51967343,-10.7380957,2.192960155,-0.931987044,0.790714761,1.114623875,-0.297489874,0.848832597,-0.181840742,-0.288915785,0.210018249,0.307746376,-0.208156004,0
10.3,0.32,0.45,6.4,0.073,5,13,0.9976,3.23,0.82,12.6,8,Red,6.060764977,26.55952828,-1.12583371,2.021219337,0.687391657,-2.959794296,1.480277467,-2.152260874,-0.0177283,0.184430306,-0.069586183,0.299477089,0.190294881,-0.495184849,0
12,0.45,0.55,2,0.073,25,49,0.9997,3.1,0.76,10.3,6,Red,-5.297534042,19.44554887,1.539785831,1.037906831,-1.39721415,-2.320724633,-0.051082328,-0.284764516,-0.205977131,0.631277489,-0.110059541,-1.03563808,0.739905361,-0.64859714,0
13.3,0.34,0.52,3.2,0.094,17,53,1.0014,3.05,0.81,9.5,6,Red,-13.39669419,24.19974206,5.156361743,0.870112749,-2.225110551,-2.770464023,-0.121545373,-0.46319366,-0.299103193,-0.116148026,-0.682607228,-0.65118182,0.457279408,-0.808450047,0
8.3,0.705,0.12,2.6,0.092,12,28,0.9994,3.51,0.72,10,5,Red,9.593004349,14.26209611,21.48637697,3.443149363,-2.477096443,0.992889886,0.859009631,-0.206295041,-0.275682721,0.336152019,0.078726335,-0.125721375,0.259571332,-0.265928161,0
10.3,0.53,0.48,2.5,0.063,6,25,0.9998,3.12,0.59,9.3,6,Red,8.978430105,25.27556535,13.25203238,1.478963269,-1.66669553,-1.362097447,-0.940684831,-1.208503588,-0.581369334,-0.034423847,0.103574607,-1.482761148,0.354851061,-0.327923748,0
9.8,0.66,0.39,3.2,0.083,21,59,0.9989,3.37,0.71,11.5,7,Red,-13.4315509,24.37371324,-2.437201765,2.284909547,-0.77824135,-1.111203841,1.498274545,-0.951033749,0.387271175,0.65381398,1.0288946,-0.884440024,0.05260786,-0.588918571,0
11.6,0.53,0.66,3.65,0.121,6,14,0.9978,3.05,0.74,11.5,7,Red,7.532770176,26.1151256,-0.036939061,2.083704201,-0.81000063,-3.743488082,-0.315690737,-1.103126959,0.621850746,0.383981138,1.05263449,-0.498043374,0.142515222,-0.169999927,0
7.9,0.65,0.01,2.5,0.078,17,38,0.9963,3.34,0.74,11.7,7,Red,-3.829361947,11.28603993,13.20703174,3.235826085,-0.151648165,0.456712991,1.581745463,-1.142492038,1.425073739,0.100199792,-0.458889405,-0.170707449,0.088124369,-0.44284642,0
10.9,0.39,0.47,1.8,0.118,6,14,0.9982,3.3,0.75,9.8,6,Red,9.456175832,30.12249977,-4.159900334,2.388424906,-1.669203043,-2.137073158,0.117153565,-0.143621856,-0.7068849,-0.707593715,0.201409909,-0.11872501,0.238523997,-0.030418037,0
10.7,0.67,0.22,2.7,0.107,17,34,1.0004,3.28,0.98,9.9,6,Red,0.348985453,12.14765963,21.4847241,3.113841474,-2.735857396,-1.144083287,1.424776497,-0.346945668,0.720312328,0.492495726,-0.928420252,-0.580645462,0.241994841,-0.308392306,0
11.9,0.43,0.66,3.1,0.109,10,23,1,3.15,0.85,10.4,7,Red,16.73508832,25.09041464,13.78867101,1.787443809,-1.508719706,-3.816307398,0.509516598,-0.859869597,-0.275069078,0.028691024,0.351349982,-0.840465871,0.256910032,-0.323592524,0
12.8,0.615,0.66,5.8,0.083,7,42,1.0022,3.07,0.73,10,7,Red,-13.5622175,20.94515999,19.84330713,1.257545437,-2.110057061,-3.105473854,0.014290282,-1.896221848,-0.043276791,0.632829956,0.726350569,-1.683024195,0.004826783,-0.484574672,0
14,0.41,0.63,3.8,0.089,6,47,1.0014,3.01,0.81,10.8,6,Red,-14.16661719,21.4287484,19.45360572,1.228329475,-1.773653173,-3.399196708,-0.502438221,-0.929705528,-0.342134874,0.830971292,-0.140080126,-0.473083625,0.187153549,-1.025736091,0
8.3,0.26,0.42,2,0.08,11,27,0.9974,3.21,0.8,9.4,6,Red,9.731164001,18.37390525,19.73798381,1.562939595,-1.159985423,-1.970426459,0.075527753,-0.157865121,-0.919749751,-0.649566209,-1.052322563,-0.299779036,0.421271793,0.041337032,0
5.6,0.85,0.05,1.4,0.045,12,88,0.9924,3.56,0.82,12.9,8,Red,-25.35538862,0.789791727,7.224718606,3.95432581,1.464246665,0.787927676,3.005536638,-1.076712094,1.384844572,1.238560214,0.14054244,-0.942674335,-1.16384753,0.221739508,0
11.5,0.59,0.59,2.6,0.087,13,49,0.9988,3.18,0.65,11,6,Red,-11.37310602,20.70571215,10.00731788,1.703841516,-1.197271805,-2.059034662,-0.361516501,-0.573063242,-0.150784167,0.886865403,1.103986544,-0.880155422,0.16098564,-0.484063687,0
9.8,0.44,0.47,2.5,0.063,9,28,0.9981,3.24,0.65,10.8,6,Red,7.455600642,20.5734826,19.66624327,1.772607631,-0.651240413,-1.446249287,-0.213875707,-0.808829183,-0.79731943,0.36432025,0.230803847,-0.529236767,0.401448623,-0.437203983,0
8.8,0.52,0.34,2.7,0.087,24,122,0.9982,3.26,0.61,9.5,5,Red,1.989744522,-14.34146364,3.016206761,0.887839161,-1.985614519,-0.030049024,-0.169911828,0.596871328,-0.100043941,0.201581979,0.209678789,-0.514450732,-0.31645919,-0.432883561,0
7.7,0.96,0.2,2,0.047,15,60,0.9955,3.36,0.44,10.9,5,Red,-18.78720724,23.78304135,0.924071757,2.799239967,-0.922746002,2.002298854,-0.63765849,-0.511960209,0.528543427,1.573567026,1.274416446,-1.282284754,-0.067498572,0.125879531,0
10.5,0.24,0.47,2.1,0.066,6,24,0.9978,3.15,0.9,11,7,Red,8.27729914,26.4062365,11.29032991,1.773895357,-0.110732556,-3.032798643,0.685307775,-0.951000661,-0.611616242,-0.030825933,-1.213972103,-0.256884779,0.280088552,-0.501218241,0
10.4,0.41,0.55,3.2,0.076,22,54,0.9996,3.15,0.89,9.9,6,Red,-10.05589895,22.28095439,0.151997629,1.142348734,-1.744351271,-2.638366025,0.489558421,-0.149548261,-0.499905526,0.636681265,-0.633492163,-0.835174103,0.490319541,-0.282396447,0
12.5,0.38,0.6,2.6,0.081,31,72,0.9996,3.1,0.73,10.5,5,Red,-11.33092892,14.54070945,-18.20259334,0.464189556,-1.672958223,-2.215912356,-0.504359474,0.519558791,-0.521163858,0.9813841,0.115147715,-0.359230053,0.839057513,-0.789051676,0
7,0.23,0.4,1.6,0.063,21,67,0.9952,3.5,0.63,11.1,5,Red,-18.93334768,18.34616948,-8.24813098,1.402071214,0.015382477,-0.321385848,0.413139379,0.868307484,-1.826331827,0.114182814,0.258308881,0.721615371,0.39321507,-0.26127584,0
11,0.26,0.68,2.55,0.085,10,25,0.997,3.18,0.61,11.8,5,Red,16.09113084,17.37283052,17.85251614,1.225437223,-0.32208315,-2.581258872,-1.261376141,0.104815912,-1.397170945,0.726607225,0.884365547,0.645664234,0.714090487,-0.579183355,0
13,0.32,0.65,2.6,0.093,15,47,0.9996,3.05,0.61,10.6,5,Red,-10.92484567,20.02032414,10.31366312,0.669451242,-1.502021351,-2.558182726,-1.489700671,0.006064392,-0.822132796,0.435179412,0.535827334,-0.042136044,0.665966926,-0.895464101,0
9.6,0.68,0.24,2.2,0.087,5,28,0.9988,3.14,0.6,10.2,5,Red,6.625707918,25.76961461,14.60943819,2.588015203,-2.016627498,0.017290988,-1.138693443,-0.699294594,0.471130526,0.496359425,-0.028495825,-0.464486872,0.226896442,-0.515239387,0
10.2,0.67,0.39,1.9,0.054,6,17,0.9976,3.17,0.47,10,5,Red,11.67650739,27.58321528,0.840358208,2.050956888,-1.320661181,0.068356594,-1.68395326,-0.833228581,-0.417922973,0.685208464,0.594492605,-1.14140656,0.48309029,-0.116429315,3
6.5,0.39,0.23,8.3,0.051,28,91,0.9952,3.44,0.55,12.1,6,Red,-21.03920645,-6.658043344,-9.816838093,0.89248734,0.454399004,0.638793479,1.161317277,-0.680889307,-0.264070213,0.57854175,0.574411267,0.921382806,0.163105914,-0.168449216,0
10.4,0.44,0.73,6.55,0.074,38,76,0.999,3.17,0.85,12,7,Red,-9.067711638,8.84388575,-19.76097557,0.346490926,-0.485569399,-3.553912632,1.414476141,-0.573911565,0.025494234,1.57416555,0.859094774,-0.622798972,0.665965893,-0.421560809,0
12.4,0.42,0.49,4.6,0.073,19,43,0.9978,3.02,0.61,9.5,5,Red,-6.198788986,15.98583467,12.32729991,0.594963773,-1.684971116,-1.398925916,-1.484499832,-0.262435821,-0.292657179,0.342084722,-0.226031756,-0.487059996,0.709097143,0.032464762,0
10.9,0.21,0.49,2.8,0.088,11,32,0.9972,3.22,0.68,11.7,6,Red,2.096790344,18.34223693,22.20383116,1.461911118,-0.049952401,-2.243147691,-0.118708788,-0.357289144,-0.807040801,-0.088887597,0.123720871,0.732375795,0.497752646,-0.742370797,0
7.3,0.365,0.49,2.5,0.088,39,106,0.9966,3.36,0.78,11,5,Red,-9.303706976,-18.52400753,-15.78552007,0.838688819,-1.012680581,-1.268539755,0.843192011,1.469455651,-0.621582075,0.923646521,0.319877198,0.305452201,0.421160065,-0.312284594,0
10,0.48,0.24,2.7,0.102,13,32,1,3.28,0.56,10,6,Red,1.073933132,13.60627914,22.6959055,2.063533051,-1.715241714,-0.284983636,0.027096796,-0.849125892,0.051794466,-0.869605618,0.328869636,-0.203823044,0.40506606,-0.83203684,0
9.3,0.715,0.24,2.1,0.07,5,20,0.9966,3.12,0.59,9.9,5,Red,11.44398389,27.01413461,5.951716765,2.588291323,-1.587676215,0.264886931,-1.410177274,-0.661695256,0.476716385,0.630543855,-0.237183033,-0.813416284,0.249397045,0.13158238,0
6.8,0.51,0.01,2.1,0.074,9,25,0.9958,3.33,0.56,9.5,6,Red,11.83733981,20.23715277,16.40833411,2.613519189,-0.866601062,1.240646573,0.060314473,-0.799221758,0.271441405,-1.14578802,-0.71204087,-0.279900966,0.171172459,0.101189731,0
10.9,0.53,0.49,4.6,0.118,10,17,1.0002,3.07,0.56,11.7,6,Red,19.89674404,16.85852635,4.487179574,1.842175986,-1.382664657,-2.09278933,-0.893091087,-1.252822912,0.607416405,0.32097886,1.268190031,0.164937711,0.574992029,-1.055411091,0
8.7,0.7,0.24,2.5,0.226,5,15,0.9991,3.32,0.6,9,6,Red,11.45765747,26.66463862,-3.506284126,3.724723869,-3.650147974,-1.062674133,-0.055830447,0.032212972,1.616359078,-2.138170741,1.695882335,0.334961715,-0.329236218,0.110715153,0
10.6,0.34,0.49,3.2,0.078,20,78,0.9992,3.19,0.7,10,6,Red,-25.04535335,11.35484683,-11.03203014,0.705337526,-1.296394897,-1.813712449,0.136195036,-0.220539471,-0.602900853,-0.045407234,-0.102164008,-0.516046054,0.186047421,-0.614554023,0
11.7,0.49,0.49,2.2,0.083,5,15,1,3.19,0.43,9.2,5,Red,10.01524542,31.07345598,-2.89454897,1.492024114,-2.076687519,-0.736498373,-1.776906666,-0.699564087,-1.104786339,-0.395849652,0.918562614,-0.824510915,0.592774896,-0.469235568,2
9,0.45,0.49,2.6,0.084,21,75,0.9987,3.35,0.57,9.7,5,Red,-24.61296317,11.71566512,-10.87316786,1.081487948,-1.777316962,-0.652066751,-0.281194059,0.400349034,-1.15041775,0.110284991,0.878298336,-0.44982325,0.253269786,-0.336417908,0
8.5,0.585,0.18,2.1,0.078,5,30,0.9967,3.2,0.48,9.8,6,Red,0.756332773,22.79682372,20.3435767,2.270960357,-0.968193467,0.454094201,-0.82757939,-1.083504472,0.430183964,-0.682522769,0.080204463,-0.711902214,0.042616653,-0.138976943,0
9.4,0.41,0.48,4.6,0.072,10,20,0.9973,3.34,0.79,12.2,7,Red,18.79032694,17.27417653,7.247597733,2.240223295,0.164731442,-2.246670799,1.232392814,-1.210191428,-0.531247609,0.620001558,0.381500934,0.097958826,0.307186125,-0.314062597,0
9.2,0.755,0.18,2.2,0.148,10,103,0.9969,2.87,1.36,10.2,6,Red,-19.86607437,-4.689950296,15.37414964,3.310197972,-3.011043016,-2.930665208,1.034940826,0.628043197,3.208482753,1.464630679,-2.886263099,-0.239322395,-1.196379857,0.196072062,0
10,0.58,0.22,1.9,0.08,9,32,0.9974,3.13,0.55,9.5,5,Red,1.042694483,21.26416574,21.95369528,2.067995099,-1.7309009,0.277846935,-1.347171189,-0.435505936,0.273624357,-0.114898514,-0.329918073,-0.53778848,0.330917497,-0.177500363,1
8.7,0.54,0.26,2.5,0.097,7,31,0.9976,3.27,0.6,9.3,6,Red,0.782970616,22.32138168,20.48466711,2.305706339,-1.643008717,-0.303296309,-0.219709372,-0.669225922,0.040700993,-0.837208032,0.057730643,-0.615832764,0.020063592,0.062095354,0
7.7,0.915,0.12,2.2,0.143,7,23,0.9964,3.35,0.65,10.2,7,Red,12.70356792,22.35569578,13.20611317,4.114802677,-1.764587449,0.082738488,0.852705848,-0.967613032,2.051029563,-0.626904355,1.070978644,-0.881582002,-0.50192711,0.428840495,0
7.3,0.67,0.05,3.6,0.107,6,20,0.9972,3.4,0.63,10.1,5,Red,17.9131212,22.7797392,3.59574896,3.429822728,-2.061991475,1.167175587,0.03943049,-0.393291068,0.371758591,-0.173479349,0.013938378,0.413254438,0.093272806,0.061733335,0
8.6,0.47,0.47,2.4,0.074,7,29,0.9979,3.08,0.46,9.5,5,Red,5.886885474,22.49730082,19.36019627,1.190422184,-1.485313225,-0.828202235,-2.060122297,-0.539692679,-0.605177515,-0.096946918,0.413305226,-0.719149608,0.471522435,-0.218263659,0
7.2,0.57,0.06,1.6,0.076,9,27,0.9972,3.36,0.7,9.6,6,Red,8.975014104,19.49305291,19.3577165,2.977097213,-1.359233299,0.696373784,0.614537162,-0.665265235,0.171056927,-0.587782748,-0.862605985,-0.498326694,0.113723886,-0.04155548,0
6.9,0.4,0.24,2.5,0.083,30,45,0.9959,3.26,0.58,10,5,Red,-0.843174533,18.38756204,1.068747268,1.367507543,-1.044067864,0.238558866,-0.356430742,0.470987677,-0.053357899,-0.307051979,-0.181462236,0.189700758,0.905095992,-0.04153125,0
8.3,0.78,0.1,2.6,0.081,45,87,0.9983,3.48,0.53,10,5,Red,-10.20177658,4.178715755,-24.554473,1.906471032,-2.035123888,2.1555701,0.967033307,0.517736461,0.66529018,0.48956181,0.952445151,-0.736578473,0.674433227,-0.360726326,0
7.1,0.65,0.18,1.8,0.07,13,40,0.997,3.44,0.6,9.1,5,Red,-8.259795405,14.11978452,18.06104633,2.622805956,-1.886899461,1.20567,0.01409972,-0.017200185,-0.568337084,-0.056756764,0.018262006,-0.758868313,0.165465059,0.311258507,0
9,0.47,0.31,2.7,0.084,24,125,0.9984,3.31,0.61,9.4,5,Red,6.86781222,-18.83389004,5.600584159,0.841893502,-1.953750597,0.169936243,0.056183594,0.630362245,-0.366761317,-0.012542698,0.080449909,-0.37974247,-0.326732715,-0.509578151,0
7,0.64,0.02,2.1,0.067,9,23,0.997,3.47,0.67,9.4,6,Red,13.64693709,19.6741782,14.14556241,3.23917157,-1.410084804,1.378394553,0.936174215,-0.789867736,-0.064959817,-0.548313617,-0.614371988,-0.688406553,0.085186609,0.220397422,0
10.6,1.025,0.43,2.8,0.08,21,84,0.9985,3.06,0.57,10.1,5,Red,-31.03710425,0.734434272,-4.734578086,1.898669469,-2.480902275,-0.099841488,-1.245343888,-0.317421726,1.408472251,2.019638481,1.229904433,-1.97798876,-0.124950243,-0.071060316,0
8.4,0.56,0.04,2,0.082,10,22,0.9976,3.22,0.44,9.6,5,Red,16.39033731,17.54889367,12.95470561,2.342980029,-1.58064984,1.512032635,-1.162533038,-0.682721649,0.386395606,-0.768071587,-0.25332981,-0.107527497,0.514128282,-0.456672716,2
8.1,0.72,0.09,2.8,0.084,18,49,0.9994,3.43,0.72,11.1,6,Red,-8.941909646,19.33663639,5.620595941,3.137254253,-1.561516313,0.722883991,1.407599262,-0.750977623,0.636226492,0.535663203,0.119311919,-0.284938526,0.153142474,-0.770434887,0
7.7,0.56,0.2,2,0.075,9,39,0.9987,3.48,0.62,9.3,5,Red,-5.910073659,19.16734101,20.99552978,2.606774953,-2.065758962,0.877930965,0.232598233,-0.151713303,-1.040151206,-0.232290239,0.006487978,-0.389971456,0.152368781,-0.163262079,0
6.5,0.615,0,1.9,0.065,9,18,0.9972,3.46,0.65,9.2,5,Red,18.49467833,20.82992994,2.030195904,3.193827365,-1.847099697,1.818627778,0.299890296,-0.345862508,-0.424788243,-0.319206038,-0.824662693,-0.313983378,0.33360158,0.159041448,0
8.3,0.65,0.1,2.9,0.089,17,40,0.99803,3.29,0.55,9.5,5,Red,-6.865269997,13.58195527,13.03077116,2.373990385,-2.109578156,1.225727219,-0.398188419,-0.316804565,0.443832822,-0.222484537,-0.031265708,-0.32073517,0.38851515,-0.186090541,2
8.1,0.87,0,2.2,0.084,10,31,0.99656,3.25,0.5,9.8,5,Red,4.296439875,19.32357068,21.85856689,3.218199464,-1.914565039,2.039502911,-0.851008536,-0.669812656,1.268508466,0.231798326,0.123340177,-0.711582015,0.096876415,0.077854053,1
8.8,0.59,0.18,2.9,0.089,12,74,0.99738,3.14,0.54,9.4,5,Red,-26.63338225,12.25743841,1.347218113,1.67281859,-1.928216915,0.581295843,-1.088983574,-0.215124744,0.609969341,-0.178335996,-0.250627661,-0.389933477,-0.152808821,-0.24165511,1
